"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2211","Life hack ladies!!!! Spring break is around the corner. I highly recommend getting the stomach flu/salmonella. Whil… https://t.co/7xAhrAUGvd",FALSE,49,NA,2019-03-07 21:32:09,TRUE,NA,"1103770335789412369",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddiebohlen",5,FALSE,FALSE,NA,NA
"2212","@Jrod4life14 bruh just stop having the flu",FALSE,0,"Jrod4life14",2019-03-07 21:32:03,FALSE,"1103759431689531398","1103770308568379397","1864322581","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flimeties",0,FALSE,FALSE,NA,NA
"2213","JUST IN: The Osceola School District in Arkansas will be closed Friday due to the flu.  https://t.co/kPG3Uqxe1N",FALSE,2,NA,2019-03-07 21:30:54,FALSE,NA,"1103770018477686785",NA,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","LocalMemphis",1,FALSE,FALSE,NA,NA
"2214","Nike Air Jordan Retro 12 Flu Game 2016 Size 12 VNDS 100% Authentic https://t.co/6cD9fpAmR0",FALSE,0,NA,2019-03-07 21:30:23,FALSE,NA,"1103769890480160769",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>","GreatBossMoves",0,FALSE,FALSE,NA,NA
"2215","The 2019 Preparedness Summit offers sharing sessions geared towards preparing #publichealth professionals for a pos… https://t.co/k1B0h02RUO",FALSE,2,NA,2019-03-07 21:30:16,TRUE,NA,"1103769859916263424",NA,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","prepsummit",1,FALSE,FALSE,NA,NA
"2216","An experimental oral medicine was found to protect mice from a wide range of influenza viruses. https://t.co/pmB8xFuFry",FALSE,33,NA,2019-03-07 21:30:06,FALSE,NA,"1103769818610757642",NA,"<a href=""https://twitter.facelift-cloud.com"" rel=""nofollow"">Facelift Cloud</a>","NewsfromScience",14,FALSE,FALSE,NA,NA
"2217","According to @CDCgov #flu statistics for Week 8 (week ending February 23), this season is still elevated with “wide… https://t.co/ktLNoOpCWa",FALSE,0,NA,2019-03-07 21:30:04,TRUE,NA,"1103769810033405984",NA,"<a href=""http://www.salesforce.com"" rel=""nofollow"">Salesforce - Social Studio</a>","biomerieux_inc",0,FALSE,FALSE,NA,NA
"2218","The N.C. Department of Health and Human Services reported Thursday that for the first time this year, a child who w… https://t.co/BPrHdpEOp4",FALSE,0,NA,2019-03-07 21:30:00,TRUE,NA,"1103769794480885761",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","wcti12",0,FALSE,FALSE,NA,NA
"2219","New Approach To Flu Treatment Mimics Antibodies : Shots - Health News. https://t.co/dnt1m0Iju6",FALSE,0,NA,2019-03-07 21:28:22,FALSE,NA,"1103769382344286208",NA,"<a href=""http://twitter.com/NewsNevada"" rel=""nofollow"">Nevada News</a>","Nevada",0,FALSE,FALSE,NA,NA
"2220","my immune system after not being sick for a year: who gone check me boo?

the flu:
      <U+0001F9A0><U+0001F9A0><U+0001F9A0>
<U+0001F9A0> <U+0001F441>     <U+0001F441><U+0001F9A0>
<U+0001F9A0>… https://t.co/M6hmOsa60h",FALSE,2,NA,2019-03-07 21:28:22,TRUE,NA,"1103769381828521985",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","loverboyemmie",1,FALSE,FALSE,NA,NA
"2221","@3rdPeriodSuits Well a few San Jose players have the flu, and Kane isn't playing, so no....which means Jones will probably have a shutout",FALSE,0,"3rdPeriodSuits",2019-03-07 21:27:08,FALSE,"1103768747330994176","1103769070774546432","2908195923","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bails85",0,FALSE,FALSE,NA,NA
"2222","@charliekirk11 Another example of reckless, self serving statements without context to defend the indefensible. Per… https://t.co/zTODTCPRM2",FALSE,0,"charliekirk11",2019-03-07 21:26:48,TRUE,"1103462274184830976","1103768990227214336","292929271","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DennisFlaherty",0,FALSE,FALSE,NA,NA
"2223","can I actually change my project name to peach flu https://t.co/mjg9LaNcev",FALSE,2,NA,2019-03-07 21:26:36,FALSE,NA,"1103768938708520960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vascularcambium",0,FALSE,FALSE,NA,NA
"2224","i have swine flu",FALSE,0,NA,2019-03-07 21:26:27,FALSE,NA,"1103768899638775808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bopscene",0,FALSE,FALSE,NA,NA
"2225","Did you know that typical disinfecting cleaners require rinsing after use? Read this guide for how to disinfect, an… https://t.co/NSeinoaiio",FALSE,0,NA,2019-03-07 21:25:40,TRUE,NA,"1103768702913310720",NA,"<a href=""http://www.singleclicksharing.com"" rel=""nofollow"">Single Click Sharing<U+2120></a>","Jeannie_Uphold",0,FALSE,FALSE,NA,NA
"2226","@sharradeyn My family has different forms of the flu. I'm the only one who's not sick. So far today, I've watched a… https://t.co/nb0MQ82nVt",FALSE,0,"sharradeyn",2019-03-07 21:25:17,TRUE,"1103758518530777089","1103768607417282560","20716653","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Lunacatz",0,FALSE,FALSE,NA,NA
"2227","“It’s very unfortunate losing any young child to something that could have been preventable but I think this should… https://t.co/gnmhG8pJm0",FALSE,0,NA,2019-03-07 21:24:41,TRUE,NA,"1103768453809344512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JackieWSYX6",0,FALSE,FALSE,NA,NA
"2228","I’ve never gotten the flu, does this mean I’m a demi-god?",FALSE,2,NA,2019-03-07 21:24:32,FALSE,NA,"1103768419189567488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","happy_hack14",0,FALSE,FALSE,NA,NA
"2229","Worst flu I've had in nearly a decade. Last time I had one this bad I ended up with walking pneumonia. Getting lots… https://t.co/w2mO2YfWEd",FALSE,1,NA,2019-03-07 21:24:03,TRUE,NA,"1103768296774660099",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1dTen",0,FALSE,FALSE,NA,NA
"2230","@Lady_Star_Gem My close friend got the flu in her first trimester,  in 1978, and her son was born with a heart defe… https://t.co/wjSQ0xMJDn",FALSE,5,"Lady_Star_Gem",2019-03-07 21:23:46,TRUE,"1103664029719908353","1103768226826092544","19943886","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VictoriaVanHor7",1,FALSE,FALSE,NA,NA
"2231","@Jauzofficial @OfficialRezz I've found that DJing has the ability to bring me back to a certain zen regardless of t… https://t.co/2fdkfj7SAt",FALSE,1,"Jauzofficial",2019-03-07 21:23:46,TRUE,"1103681194175152128","1103768225505046548","738250458","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Synymata",0,FALSE,FALSE,NA,NA
"2232","Of course I would get the flu before spring break <U+0001F629>",FALSE,1,NA,2019-03-07 21:23:25,FALSE,NA,"1103768137823121414",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_Aphroxdite",1,FALSE,FALSE,NA,NA
"2233","Everyone either has a cold or the flu, which means no one will be able to come see my little girl <U+2639><U+FE0F>",FALSE,1,NA,2019-03-07 21:22:41,FALSE,NA,"1103767954124988417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","katiemier_",0,FALSE,FALSE,NA,NA
"2234","whoever gave me the flu your mom’s a hoe",FALSE,1,NA,2019-03-07 21:22:15,FALSE,NA,"1103767841382240256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shinzonct",0,FALSE,FALSE,NA,NA
"2235","JUST IN: Osceola School District closed Friday due to flu https://t.co/vjcZGFbXKj",FALSE,1,NA,2019-03-07 21:21:43,FALSE,NA,"1103767709446213633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","3onyourside",0,FALSE,FALSE,NA,NA
"2236","What's in the Flu shot?

Via Vaccinetruthmovement https://t.co/9y1UJM957C",FALSE,0,NA,2019-03-07 21:21:29,FALSE,NA,"1103767650524717056",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","healU_naturally",0,FALSE,FALSE,NA,NA
"2237","apple flu https://t.co/afJN6VuG8r",FALSE,0,NA,2019-03-07 21:21:20,FALSE,NA,"1103767613350514688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","abbeyyrrose",0,FALSE,FALSE,NA,NA
"2238","Trying different spices and combinations.... I made my pasta sauce taste like vomit... having flash backs to the ti… https://t.co/cQCJA0V7cz",FALSE,0,NA,2019-03-07 21:21:00,TRUE,NA,"1103767529091198982",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AppendGray",0,FALSE,FALSE,NA,NA
"2239","My poor toodas have the flu and strep <U+0001F62D>",FALSE,0,NA,2019-03-07 21:20:47,FALSE,NA,"1103767474846208005",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","QuayTheGemini_",0,FALSE,FALSE,NA,NA
"2240","Negative for Flu/Strep so now I have this mass the size of a golf ball inside my neck so if it’s not a rare reactio… https://t.co/Pew87hIomz",FALSE,6,NA,2019-03-07 21:20:24,TRUE,NA,"1103767375730667521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HomelessGuy1997",1,FALSE,FALSE,NA,NA
"2241","An Antibody-Inspired Small Molecule Could Make For A Better Flu Treatment https://t.co/91uv1e1ujE",FALSE,0,NA,2019-03-07 21:20:04,FALSE,NA,"1103767292184268800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MelisaLKO",0,FALSE,FALSE,NA,NA
"2242","Me: ""What's wrong with me?!?!""

Narrator of my life: ""It was the flu... """,FALSE,0,NA,2019-03-07 21:19:24,FALSE,NA,"1103767125158752266",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShadowBelmont38",0,FALSE,FALSE,NA,NA
"2243","Odubel Herrera, slowed by a hamstring injury, is still dealing with the flu. At this point, Gabe Kapler still belie… https://t.co/s45c99IFKZ",FALSE,8,NA,2019-03-07 21:18:21,TRUE,NA,"1103766859692863500",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ScottLauber",3,FALSE,FALSE,NA,NA
"2244","@PCockatiel @lizzysawrusrex I never got the flu, but this started as bronchitis and then moved into pneumonia. Not fun!",FALSE,1,"PCockatiel",2019-03-07 21:18:19,FALSE,"1103760745232297994","1103766855280455687","1085965698680193025","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Caseysky",0,FALSE,FALSE,NA,NA
"2245","I hate having the flu <U+0001F637><U+0001F623><U+0001F613>",FALSE,0,NA,2019-03-07 21:18:17,FALSE,NA,"1103766843670487040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","El_Numero_Doce",0,FALSE,FALSE,NA,NA
"2246","I had the flu for the past 2 days and I’ve prolly watched over 1,000 oddly satisfying snaps <U+0001F926><U+0001F3FC><U+200D><U+2642><U+FE0F>",FALSE,8,NA,2019-03-07 21:17:59,FALSE,NA,"1103766770379382784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amato_cam2",1,FALSE,FALSE,NA,NA
"2247","Forbes Article...interesting https://t.co/QeHiJ2Sewy",FALSE,0,NA,2019-03-07 21:17:30,FALSE,NA,"1103766648673234944",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","PottersDC",0,FALSE,FALSE,NA,NA
"2248","@Mrs_ARockstar I just had to cancel my vacation because I got the flu. So depressed!",FALSE,0,"Mrs_ARockstar",2019-03-07 21:17:20,FALSE,"1103757271128043525","1103766606608515073","67452518","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EJOnEverything",0,FALSE,FALSE,NA,NA
"2249","@BoldlyTweeting I have been wishing that this passes soon for you. I haven’t had the flu since becoming disabled, b… https://t.co/3v6CkAuX6L",FALSE,1,"BoldlyTweeting",2019-03-07 21:17:04,TRUE,"1103765429271568384","1103766539520671744","750373371637039105","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LifeWithPainOrg",0,FALSE,FALSE,NA,NA
"2250","Worst thing about having #anxiety are my symptoms are the same as me getting the stomach flu. I never know if its a… https://t.co/KHiGbZvwHo",FALSE,38,NA,2019-03-07 21:16:52,TRUE,NA,"1103766489092493314",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hayliam2006",4,FALSE,FALSE,NA,NA
"2251","@CyrusMMcQueen I almost died in '14. I had Sepsis &amp; IDK it. Long story to put here but I had a lacerated spleen &amp; p… https://t.co/yPNfveNPh9",FALSE,1,"CyrusMMcQueen",2019-03-07 21:16:45,TRUE,"1103765463757139968","1103766458222473219","1446853159","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Denton21990",0,FALSE,FALSE,NA,NA
"2252","@dtsturner Takes about a week, have you got the flu symptoms yet?",FALSE,0,"dtsturner",2019-03-07 21:16:43,FALSE,"1103729994206011393","1103766451213791250","84912328","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yehti75",0,FALSE,FALSE,NA,NA
"2253","I hope having the flu took at least 5lbs off me",FALSE,0,NA,2019-03-07 21:15:25,FALSE,NA,"1103766123374407689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kay_mcm",0,FALSE,FALSE,NA,NA
"2254","Tuesday morning woke with a cough...still coughing up a lung today!<U+0001F915> Along with headache, ear aches, sore throat &amp;… https://t.co/mNZUmKIKWs",FALSE,0,NA,2019-03-07 21:15:20,TRUE,NA,"1103766103191216128",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JanetCeltic",0,FALSE,FALSE,NA,NA
"2255","@Wrileygirl1961 @JackArnett11 One of my biggest conspiracy theories is why the big push on Flu Vaccine? Now they wi… https://t.co/g6Uu3SCQpR",FALSE,2,"Wrileygirl1961",2019-03-07 21:15:06,TRUE,"1103764600179253248","1103766045188386837","887707054005039104","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Hock_35",0,FALSE,FALSE,NA,NA
"2256","This cold/flu is really dragging the life out of me this week <U+0001F912>",FALSE,1,NA,2019-03-07 21:14:52,FALSE,NA,"1103765985063038976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","clivaneprevilon",0,FALSE,FALSE,NA,NA
"2257","Now I know why my flu hasn't gone away..it is now a deep chest cough..ugh, no mas, no bueno..",FALSE,0,NA,2019-03-07 21:14:40,FALSE,NA,"1103765935364730892",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","oreoDidi",0,FALSE,FALSE,NA,NA
"2258","• The #flu has killed 3 more people in #Connecticut
• A woman has died after smoking in bed in #Bloomfield, accordi… https://t.co/JMLojZgR8L",FALSE,2,NA,2019-03-07 21:14:03,TRUE,NA,"1103765779034587137",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","WTNH",0,FALSE,FALSE,NA,NA
